company,sub_industry,type_company,location,url_page_details
Uneecops-Technologies-Ltd," IT Software , QA -Testing, IT- Hardware
"," Industry Top
"," New Delhi / Delhi 
	- 110028
",https://www.fundoodata.com/companies-detail/Uneecops-Technologies-Ltd/70010.html?&pageno=8792
Uneecops-Technology-Pvt-Ltd," IT- ERP , CRM
"," SMEs
"," Kolkata / West Bengal 
	- 700091
",https://www.fundoodata.com/companies-detail/Uneecops-Technology-Pvt-Ltd/110387.html?&pageno=8793
Unicard-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Chennai / Tamil Nadu 
	- 600034
",https://www.fundoodata.com/companies-detail/Unicard-Technologies-Pvt-Ltd/80653.html?&pageno=8794
Unicel-Technologies-Pvt-Ltd," IT- Telecom
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560095
",https://www.fundoodata.com/companies-detail/Unicel-Technologies-Pvt-Ltd/150207.html?&pageno=8795
Unico-Management-Solutions-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Udaipur / Rajasthan 
	- 313001
",https://www.fundoodata.com/companies-detail/Unico-Management-Solutions-Pvt-Ltd/149561.html?&pageno=8796
Unico-Technologies-Pvt-Ltd," IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Faridabad / Haryana 
	- 121006
",https://www.fundoodata.com/companies-detail/Unico-Technologies-Pvt-Ltd/148330.html?&pageno=8797
Unicode-Systems-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Lucknow / Uttar Pradesh 
	- 226022
",https://www.fundoodata.com/companies-detail/Unicode-Systems-Pvt-Ltd/126338.html?&pageno=8798
Unicode-Technology," IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Lucknow / Uttar Pradesh 
	- 226022
",https://www.fundoodata.com/companies-detail/Unicode-Technology/147686.html?&pageno=8799
Unicom-Infotel-Pvt-Ltd," IT- Telecom
"," SMEs
"," Mumbai / Maharashtra 
	- 400072
",https://www.fundoodata.com/companies-detail/Unicom-Infotel-Pvt-Ltd/79442.html?&pageno=8800
Unicomp-InfoSolutions-Pvt-Ltd," IT- Hardware
"," SMEs
"," Mumbai / Maharashtra 
	- 400069
",https://www.fundoodata.com/companies-detail/Unicomp-InfoSolutions-Pvt-Ltd/65882.html?&pageno=8801
Unicorn-Infosolutions-Pvt-Ltd," IT- Hardware
"," SMEs
"," Mumbai / Maharashtra 
	- 400053
",https://www.fundoodata.com/companies-detail/Unicorn-Infosolutions-Pvt-Ltd/79167.html?&pageno=8802
Unified," IT- Hardware
"," SMEs
"," Jalandhar / Punjab 
	- 144001
",https://www.fundoodata.com/companies-detail/Unified/124599.html?&pageno=8803
,,,,
Unified-Data-Tech-Solutions-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Mumbai / Maharashtra 
	- 400063
",https://www.fundoodata.com/companies-detail/Unified-Data-Tech-Solutions-Pvt-Ltd/76351.html?&pageno=8804
Unikaihatsu-Software-Pvt-Ltd," IT Software , QA -Testing
"," Industry Top
"," Mumbai / Maharashtra 
	- 400063
",https://www.fundoodata.com/companies-detail/Unikaihatsu-Software-Pvt-Ltd/35720.html?&pageno=8805
Unilog-Content-Solutions-Pvt.-Ltd.," IT Software , QA -Testing
"," Industry Top
"," Bangalore / Bengaluru / Karnataka 
	- 560078
",https://www.fundoodata.com/companies-detail/Unilog-Content-Solutions-Pvt.-Ltd./51108.html?&pageno=8806
Unimax-Software-Solutions," IT Software , QA -Testing
"," SMEs
"," Chandigarh / Chandigarh 
	- 160002
",https://www.fundoodata.com/companies-detail/Unimax-Software-Solutions/145005.html?&pageno=8807
UniMity-Solutions-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Chennai / Tamil Nadu 
	- 600017
",https://www.fundoodata.com/companies-detail/UniMity-Solutions-Pvt-Ltd/36125.html?&pageno=8808
Unionsys-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Pune / Maharashtra 
	- 411001
",https://www.fundoodata.com/companies-detail/Unionsys-Technologies-Pvt-Ltd/145189.html?&pageno=8809
Uniphore-Software-Systems-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Chennai / Tamil Nadu 
	- 600113
",https://www.fundoodata.com/companies-detail/Uniphore-Software-Systems-Pvt-Ltd/99591.html?&pageno=8810
Unipro-Tech-Solutions-Pvt-Ltd," IT Software , QA -Testing, IT- Hardware
"," SMEs
"," Chennai / Tamil Nadu 
	- 600034
",https://www.fundoodata.com/companies-detail/Unipro-Tech-Solutions-Pvt-Ltd/115341.html?&pageno=8811
Uniq-Technologies," IT Software , QA -Testing
"," SMEs
"," Chennai / Tamil Nadu 
	- 600017
",https://www.fundoodata.com/companies-detail/Uniq-Technologies/135256.html?&pageno=8812
Unique-CompSol-Pvt-Ltd," IT- Hardware
"," SMEs
"," Mumbai / Maharashtra 
	- 400028
",https://www.fundoodata.com/companies-detail/Unique-CompSol-Pvt-Ltd/60350.html?&pageno=8813
Unique-Computers," IT- Hardware
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560021
",https://www.fundoodata.com/companies-detail/Unique-Computers/65215.html?&pageno=8814
Unique-Enterprises," IT Software , QA -Testing
"," SMEs
"," Mumbai / Maharashtra 
	- 400089
",https://www.fundoodata.com/companies-detail/Unique-Enterprises/79750.html?&pageno=8815
Unique-Idea-Software-Technologies-Pvt-Ltd," IT Software , QA -Testing, IT- Consulting
"," SMEs
"," Pune / Maharashtra 
	- 411011
",https://www.fundoodata.com/companies-detail/Unique-Idea-Software-Technologies-Pvt-Ltd/121222.html?&pageno=8816
Unique-Technologies," IT Software , QA -Testing
"," SMEs
"," Nagpur / Maharashtra 
	- 440009
",https://www.fundoodata.com/companies-detail/Unique-Technologies/81210.html?&pageno=8817
Unique-Webgrow-India-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," New Delhi / Delhi 
	- 110015
",https://www.fundoodata.com/companies-detail/Unique-Webgrow-India-Pvt-Ltd/104259.html?&pageno=8818
Unisem-Electronics-Pvt-Ltd," IT- Embedded ,  EDA , VLSI
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560095
",https://www.fundoodata.com/companies-detail/Unisem-Electronics-Pvt-Ltd/127852.html?&pageno=8819
Unisis-Systems-&-Solutions-India-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Kochi / Kerala 
	- 682042
",https://www.fundoodata.com/companies-detail/Unisis-Systems-&-Solutions-India-Pvt-Ltd/85659.html?&pageno=8820
Unisoft-India-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560078
",https://www.fundoodata.com/companies-detail/Unisoft-India-Pvt-Ltd/44420.html?&pageno=8821
Unisoft-Infotech-Pvt-Ltd," IT- ERP , CRM
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560094
",https://www.fundoodata.com/companies-detail/Unisoft-Infotech-Pvt-Ltd/47348.html?&pageno=8822
Unistal-Systems-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," New Delhi / Delhi 
	- 110019
",https://www.fundoodata.com/companies-detail/Unistal-Systems-Pvt-Ltd/19585.html?&pageno=8823
,,,,
Unistanz-Software-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Mumbai / Maharashtra 
	- 400066
",https://www.fundoodata.com/companies-detail/Unistanz-Software-Pvt-Ltd/65129.html?&pageno=8824
Unisys-India-Pvt-Ltd," IT Software , QA -Testing
"," MNC
"," Bangalore / Bengaluru / Karnataka 
	- 560025
",https://www.fundoodata.com/companies-detail/Unisys-India-Pvt-Ltd/2737.html?&pageno=8825
Unisys-Software-&-Holding-Industries-Ltd," IT Software , QA -Testing
"," Industry Top
"," Kolkata / West Bengal 
	- 700016
",https://www.fundoodata.com/companies-detail/Unisys-Software-&-Holding-Industries-Ltd/84343.html?&pageno=8826
United-Global-Soft," IT Software , QA -Testing
"," SMEs
"," Hyderabad / Telangana 
	- 500029
",https://www.fundoodata.com/companies-detail/United-Global-Soft/119203.html?&pageno=8827
United-Software-Associates-Pvt-Ltd," IT Software , QA -Testing
"," MNC
"," Pune / Maharashtra 
	- 411038
",https://www.fundoodata.com/companies-detail/United-Software-Associates-Pvt-Ltd/79887.html?&pageno=8828
United-Telecoms-Ltd," IT- Telecom
"," Industry Top
"," Bangalore / Bengaluru / Karnataka 
	- 560048
",https://www.fundoodata.com/companies-detail/United-Telecoms-Ltd/33301.html?&pageno=8829
Unitek-Software-Pvt-Ltd.," IT Software , QA -Testing
"," SMEs
"," Kochi / Kerala 
	- 683101
",https://www.fundoodata.com/companies-detail/Unitek-Software-Pvt-Ltd./51071.html?&pageno=8830
Uniterrene-Websoft-Pvt-Ltd," IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Kolkata / West Bengal 
	- 700101
",https://www.fundoodata.com/companies-detail/Uniterrene-Websoft-Pvt-Ltd/147665.html?&pageno=8831
Unitforce-Technologies-Consulting-Pvt-Ltd," IT Software , QA -Testing, Designing & Services
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560079
",https://www.fundoodata.com/companies-detail/Unitforce-Technologies-Consulting-Pvt-Ltd/45194.html?&pageno=8832
Unitrans-InfoTech-Services-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560052
",https://www.fundoodata.com/companies-detail/Unitrans-InfoTech-Services-Pvt-Ltd/124411.html?&pageno=8833
Universal-Software," IT Software , QA -Testing
"," SMEs
"," Ahmedabad / Gujarat 
	- 380015
",https://www.fundoodata.com/companies-detail/Universal-Software/45274.html?&pageno=8834
Universal-Technolabs," IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Ahmedabad / Gujarat 
	- 380009
",https://www.fundoodata.com/companies-detail/Universal-Technolabs/155504.html?&pageno=8835
Univeso-Integrated-Solutions-Pvt-Ltd," IT- Hardware
"," SMEs
"," New Delhi / Delhi 
	- 110034
",https://www.fundoodata.com/companies-detail/Univeso-Integrated-Solutions-Pvt-Ltd/112127.html?&pageno=8836
Uniware-Solutions-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Kozhikode / Kerala 
	- 673004
",https://www.fundoodata.com/companies-detail/Uniware-Solutions-Pvt-Ltd/108465.html?&pageno=8837
Uniware-Systems-Pvt-Ltd," IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Chennai / Tamil Nadu 
	- 600101
",https://www.fundoodata.com/companies-detail/Uniware-Systems-Pvt-Ltd/35698.html?&pageno=8838
Unizen-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560034
",https://www.fundoodata.com/companies-detail/Unizen-Technologies-Pvt-Ltd/127863.html?&pageno=8839
Unlimited-Innovations-India-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Chennai / Tamil Nadu 
	- 600032
",https://www.fundoodata.com/companies-detail/Unlimited-Innovations-India-Pvt-Ltd/80692.html?&pageno=8840
Unmatched-Solutions-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Ahmedabad / Gujarat 
	- 380060
",https://www.fundoodata.com/companies-detail/Unmatched-Solutions-Pvt-Ltd/92165.html?&pageno=8841
Unnati-Info-Services.," IT- ERP , CRM
"," SMEs
"," Navi Mumbai / Maharashtra 
	- 400614
",https://www.fundoodata.com/companies-detail/Unnati-Info-Services./119136.html?&pageno=8842
Upplex-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Pune / Maharashtra 
	- 411028
",https://www.fundoodata.com/companies-detail/Upplex-Technologies-Pvt-Ltd/91659.html?&pageno=8843
,,,,
Upsert-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Pune / Maharashtra 
	- 411052
",https://www.fundoodata.com/companies-detail/Upsert-Technologies-Pvt-Ltd/143275.html?&pageno=8844
UPTEC-Computer-Consultancy-Ltd," Institutes - Others, IT- Consulting
"," Industry Top
"," Lucknow / Uttar Pradesh 
	- 226001
",https://www.fundoodata.com/companies-detail/UPTEC-Computer-Consultancy-Ltd/33100.html?&pageno=8845
Uptime-Technologies," IT Software , QA -Testing
"," SMEs
"," Mumbai / Maharashtra 
	- 400086
",https://www.fundoodata.com/companies-detail/Uptime-Technologies/65881.html?&pageno=8846
URC-Infotec-Pvt-Ltd," IT Software , QA -Testing
"," Industry Top
"," Erode / Tamil Nadu 
	- 638012
",https://www.fundoodata.com/companies-detail/URC-Infotec-Pvt-Ltd/82392.html?&pageno=8847
UrjaGreen-Technologies-Pvt-Ltd-(-SmartBuildings-)," IT Software , QA -Testing
"," Startups
"," Bangalore / Bengaluru / Karnataka 
	- 560034
",https://www.fundoodata.com/companies-detail/UrjaGreen-Technologies-Pvt-Ltd-(-SmartBuildings-)/131490.html?&pageno=8848
Urolime-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Kochi / Kerala 
	- 682030
",https://www.fundoodata.com/companies-detail/Urolime-Technologies-Pvt-Ltd/150769.html?&pageno=8849
URS-Certification-Ltd," IT Software , QA -Testing
"," MNC
"," Noida / Uttar Pradesh 
	- 201301
",https://www.fundoodata.com/companies-detail/URS-Certification-Ltd/60685.html?&pageno=8850
US-Tech-Solutions-Pvt-Ltd.," IT Software , QA -Testing
"," MNC
"," Noida / Uttar Pradesh 
	- 201301
",https://www.fundoodata.com/companies-detail/US-Tech-Solutions-Pvt-Ltd./124005.html?&pageno=8851
Usam-Technology-Solutions-Pvt-Ltd," Training Institutes, IT- Hardware
"," Industry Top
"," Chennai / Tamil Nadu 
	- 600004
",https://www.fundoodata.com/companies-detail/Usam-Technology-Solutions-Pvt-Ltd/79147.html?&pageno=8852
Usercible," IT Software , QA -Testing
"," SMEs
"," Faridabad / Haryana 
	- 121001
",https://www.fundoodata.com/companies-detail/Usercible/135032.html?&pageno=8853
USG-Tech-Solutions-Ltd," IT Software , QA -Testing
"," SMEs
"," New Delhi / Delhi 
	- 110054
",https://www.fundoodata.com/companies-detail/USG-Tech-Solutions-Ltd/81934.html?&pageno=8854
Usha-Martin-Education-&-Solutions-Ltd," Training Institutes, IT Software , QA -Testing
"," SMEs
"," Kolkata / West Bengal 
	- 700091
",https://www.fundoodata.com/companies-detail/Usha-Martin-Education-&-Solutions-Ltd/93374.html?&pageno=8855
Usha-Singhai-Neo-Informatique-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Gurgaon/Gurugram / Haryana 
	- 122001
",https://www.fundoodata.com/companies-detail/Usha-Singhai-Neo-Informatique-Pvt-Ltd/68623.html?&pageno=8856
uSiS-Technologies," IT Software , QA -Testing
"," SMEs
"," Coimbatore / Tamil Nadu 
	- 641031
",https://www.fundoodata.com/companies-detail/uSiS-Technologies/51746.html?&pageno=8857
USM-Business-Systems-Pvt-Ltd," IT Software , QA -Testing
"," MNC
"," Hyderabad / Telangana 
	- 500034
",https://www.fundoodata.com/companies-detail/USM-Business-Systems-Pvt-Ltd/78923.html?&pageno=8858
USoft-Technologies-India-Pvt-Ltd," IT Software , QA -Testing
"," MNC
"," Noida / Uttar Pradesh 
	- 201301
",https://www.fundoodata.com/companies-detail/USoft-Technologies-India-Pvt-Ltd/111312.html?&pageno=8859
USS-Technologies," IT Software , QA -Testing
"," SMEs
"," Madurai / Tamil Nadu 
	- 625010
",https://www.fundoodata.com/companies-detail/USS-Technologies/81023.html?&pageno=8860
UST-Global," BPO , KPO , Call centre, IT Software , QA -Testing
"," MNC
"," Thiruvananthapuram / Kerala 
	- 695581
",https://www.fundoodata.com/companies-detail/UST-Global/54208.html?&pageno=8861
UST-Software-India-Pvt-Ltd.," IT Software , QA -Testing
"," MNC
"," New Delhi / Delhi 
	- 110013
",https://www.fundoodata.com/companies-detail/UST-Software-India-Pvt-Ltd./45682.html?&pageno=8862
Utkarsh-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," New Delhi / Delhi 
	- 110075
",https://www.fundoodata.com/companies-detail/Utkarsh-Technologies-Pvt-Ltd/59347.html?&pageno=8863
,,,,
Utkata-Soft-Solutions-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Hyderabad / Telangana 
	- 500073
",https://www.fundoodata.com/companies-detail/Utkata-Soft-Solutions-Pvt-Ltd/85391.html?&pageno=8864
UTStarcom-India-Telecom-Pvt-Ltd," IT- Telecom, Telecom Infrastructure , Equipments
"," MNC
"," Gurgaon/Gurugram / Haryana 
	- 122001
",https://www.fundoodata.com/companies-detail/UTStarcom-India-Telecom-Pvt-Ltd/35327.html?&pageno=8865
Utthunga-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560076
",https://www.fundoodata.com/companies-detail/Utthunga-Technologies-Pvt-Ltd/80040.html?&pageno=8866
UV-Creatives," IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Hyderabad / Telangana 
	- 500082
",https://www.fundoodata.com/companies-detail/UV-Creatives/119839.html?&pageno=8867
UX-Design-&-Innovation-Labs-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560035
",https://www.fundoodata.com/companies-detail/UX-Design-&-Innovation-Labs-Pvt-Ltd/136175.html?&pageno=8868
V-Care-Technology," IT- Hardware
"," SMEs
"," Lucknow / Uttar Pradesh 
	- 226001
",https://www.fundoodata.com/companies-detail/V-Care-Technology/138290.html?&pageno=8869
V-Green-Media-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Hyderabad / Telangana 
	- 500029
",https://www.fundoodata.com/companies-detail/V-Green-Media-Pvt-Ltd/100689.html?&pageno=8870
V-Prompt-E-Services-Pvt-Ltd," IT Software , QA -Testing, IT- Embedded ,  EDA , VLSI, IT- ERP , CRM, IT- Hardware, IT- Network Admin , Database , Datacenter , Security, IT- Telecom, Associations, IT- Consulting
"," SMEs
"," Secunderabad / Telangana 
	- 500011
",https://www.fundoodata.com/companies-detail/V-Prompt-E-Services-Pvt-Ltd/93783.html?&pageno=8871
V-Fix-Technologies," IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Chennai / Tamil Nadu 
	- 600032
",https://www.fundoodata.com/companies-detail/V-Fix-Technologies/122267.html?&pageno=8872
V-Serve-Consultants-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Mumbai / Maharashtra 
	- 400028
",https://www.fundoodata.com/companies-detail/V-Serve-Consultants-Pvt-Ltd/90181.html?&pageno=8873
V2-Film-&-Design-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Mumbai / Maharashtra 
	- 400021
",https://www.fundoodata.com/companies-detail/V2-Film-&-Design-Pvt-Ltd/78490.html?&pageno=8874
V2Soft-Pvt-Ltd," IT Software , QA -Testing
"," MNC
"," Bangalore / Bengaluru / Karnataka 
	- 560076
",https://www.fundoodata.com/companies-detail/V2Soft-Pvt-Ltd/45188.html?&pageno=8875
V2Solutions.," IT Software , QA -Testing
"," MNC
"," Navi Mumbai / Maharashtra 
	- 400703
",https://www.fundoodata.com/companies-detail/V2Solutions./145954.html?&pageno=8876
V2Web-Hosting-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Noida / Uttar Pradesh 
	- 201301
",https://www.fundoodata.com/companies-detail/V2Web-Hosting-Pvt-Ltd/49134.html?&pageno=8877
V3+-Web-Solutions," IT Software , QA -Testing
"," SMEs
"," Surat / Gujarat 
	- 395003
",https://www.fundoodata.com/companies-detail/V3+-Web-Solutions/115168.html?&pageno=8878
V3xperts-Global-Services-Pvt.-Ltd," IT Software , QA -Testing
"," SMEs
"," Hapur / Uttar Pradesh 
	- 245101
",https://www.fundoodata.com/companies-detail/V3xperts-Global-Services-Pvt.-Ltd/135737.html?&pageno=8879
VA-Tech-Ventures-Pvt-Ltd-(Happay)," IT Software , QA -Testing
"," Startups
"," Bangalore / Bengaluru / Karnataka 
	- 560066
",https://www.fundoodata.com/companies-detail/VA-Tech-Ventures-Pvt-Ltd-(Happay)/129330.html?&pageno=8880
Vaanam-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Coimbatore / Tamil Nadu 
	- 641004
",https://www.fundoodata.com/companies-detail/Vaanam-Technologies-Pvt-Ltd/102455.html?&pageno=8881
Vabtech-Solutions-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Chennai / Tamil Nadu 
	- 600061
",https://www.fundoodata.com/companies-detail/Vabtech-Solutions-Pvt-Ltd/156620.html?&pageno=8882
Vacs-Infotech-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560037
",https://www.fundoodata.com/companies-detail/Vacs-Infotech-Pvt-Ltd/86335.html?&pageno=8883
,,,,
VACS-Technology-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Mumbai / Maharashtra 
	- 400604
",https://www.fundoodata.com/companies-detail/VACS-Technology-Pvt-Ltd/152502.html?&pageno=8884
Vagus-Technologies-Pvt-Ltd," IT- Consulting
"," MNC
"," Trichy / Tamil Nadu 
	- 620001
",https://www.fundoodata.com/companies-detail/Vagus-Technologies-Pvt-Ltd/83628.html?&pageno=8885
Vajra-InfraTech-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Hyderabad / Telangana 
	- 500033
",https://www.fundoodata.com/companies-detail/Vajra-InfraTech-Pvt-Ltd/96227.html?&pageno=8886
Vakrangee-Ltd," IT Software , QA -Testing
"," India's Top 500
"," Mumbai / Maharashtra 
	- 400059
",https://www.fundoodata.com/companies-detail/Vakrangee-Ltd/45937.html?&pageno=8887
Vaktech-Corporation," IT Software , QA -Testing
"," MNC
"," Hyderabad / Telangana 
	- 500033
",https://www.fundoodata.com/companies-detail/Vaktech-Corporation/82512.html?&pageno=8888
Valgen-Business-Solutions-Pvt-Ltd," IT- ERP , CRM
"," SMEs
"," Chennai / Tamil Nadu 
	- 600032
",https://www.fundoodata.com/companies-detail/Valgen-Business-Solutions-Pvt-Ltd/44101.html?&pageno=8889
Valiant-Systems," IT- Network Admin , Database , Datacenter , Security
"," SMEs
"," Chennai / Tamil Nadu 
	- 600094
",https://www.fundoodata.com/companies-detail/Valiant-Systems/151134.html?&pageno=8890
Valingro-Exponenta-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Chennai / Tamil Nadu 
	- 600015
",https://www.fundoodata.com/companies-detail/Valingro-Exponenta-Pvt-Ltd/65221.html?&pageno=8891
Valley-Telegence-Pvt-Ltd," IT- Telecom
"," SMEs
"," Gurgaon/Gurugram / Haryana 
	- 122001
",https://www.fundoodata.com/companies-detail/Valley-Telegence-Pvt-Ltd/85400.html?&pageno=8892
Valtech-India-Systems-Pvt-Ltd," Management, IT Software , QA -Testing
"," MNC
"," Bangalore / Bengaluru / Karnataka 
	- 560078
",https://www.fundoodata.com/companies-detail/Valtech-India-Systems-Pvt-Ltd/38416.html?&pageno=8893
Valtrix-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560102
",https://www.fundoodata.com/companies-detail/Valtrix-Technologies-Pvt-Ltd/148419.html?&pageno=8894
Valuable-Technologies-Ltd," Advertising , PR , MR, IT Software , QA -Testing
"," Industry Top
"," Mumbai / Maharashtra 
	- 400096
",https://www.fundoodata.com/companies-detail/Valuable-Technologies-Ltd/55240.html?&pageno=8895
Value-Point-Systems-Pvt-Ltd," IT Software , QA -Testing
"," Industry Top
"," Bangalore / Bengaluru / Karnataka 
	- 560029
",https://www.fundoodata.com/companies-detail/Value-Point-Systems-Pvt-Ltd/35556.html?&pageno=8896
Value-Wings-Enterprises-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560082
",https://www.fundoodata.com/companies-detail/Value-Wings-Enterprises-Pvt-Ltd/86762.html?&pageno=8897
ValueFirst-Digital-Media-Pvt-Ltd," IT- Telecom
"," Industry Top
"," Gurgaon/Gurugram / Haryana 
	- 122002
",https://www.fundoodata.com/companies-detail/ValueFirst-Digital-Media-Pvt-Ltd/37310.html?&pageno=8898
ValueGen-Systems-Pvt-Ltd," IT- Consulting
"," SMEs
"," Kochi / Kerala 
	- 682301
",https://www.fundoodata.com/companies-detail/ValueGen-Systems-Pvt-Ltd/86639.html?&pageno=8899
ValueLabs-LLP," IT Software , QA -Testing
"," Industry Top
"," Hyderabad / Telangana 
	- 500081
",https://www.fundoodata.com/companies-detail/ValueLabs-LLP/10956.html?&pageno=8900
Valueleaf-Services-India-Pvt-Ltd," IT- Telecom
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560102
",https://www.fundoodata.com/companies-detail/Valueleaf-Services-India-Pvt-Ltd/57336.html?&pageno=8901
ValueMomentum-Software-Services-Pvt-Ltd," IT Software , QA -Testing
"," MNC
"," Hyderabad / Telangana 
	- 500032
",https://www.fundoodata.com/companies-detail/ValueMomentum-Software-Services-Pvt-Ltd/35689.html?&pageno=8902
VALUEMOVES-Computing-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Mumbai / Maharashtra 
	- 400049
",https://www.fundoodata.com/companies-detail/VALUEMOVES-Computing-Pvt-Ltd/131590.html?&pageno=8903
,,,,
Valuepoint-Knowledgeworks-Pvt-Ltd," IT Software , QA -Testing
"," Industry Top
"," Bangalore / Bengaluru / Karnataka 
	- 560043
",https://www.fundoodata.com/companies-detail/Valuepoint-Knowledgeworks-Pvt-Ltd/81779.html?&pageno=8904
Valuepoint-Techsol-Pvt-Ltd," IT Software , QA -Testing
"," Industry Top
"," Bangalore / Bengaluru / Karnataka 
	- 560082
",https://www.fundoodata.com/companies-detail/Valuepoint-Techsol-Pvt-Ltd/136746.html?&pageno=8905
Valueshore-Infotech-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Hyderabad / Telangana 
	- 500033
",https://www.fundoodata.com/companies-detail/Valueshore-Infotech-Pvt-Ltd/80805.html?&pageno=8906
VAMA-Industries-Ltd," IT Software , QA -Testing
"," SMEs
"," Hyderabad / Telangana 
	- 500038
",https://www.fundoodata.com/companies-detail/VAMA-Industries-Ltd/69104.html?&pageno=8907
Vamo-Systems-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Chennai / Tamil Nadu 
	- 600083
",https://www.fundoodata.com/companies-detail/Vamo-Systems-Pvt-Ltd/148485.html?&pageno=8908
Vamsoft-Technology-and-Consultancy-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Chennai / Tamil Nadu 
	- 600032
",https://www.fundoodata.com/companies-detail/Vamsoft-Technology-and-Consultancy-Pvt-Ltd/59917.html?&pageno=8909
Vani-Computers," IT- Hardware
"," SMEs
"," New Delhi / Delhi 
	- 110086
",https://www.fundoodata.com/companies-detail/Vani-Computers/114551.html?&pageno=8910
VanraSoft-Technologies-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Nagpur / Maharashtra 
	- 440022
",https://www.fundoodata.com/companies-detail/VanraSoft-Technologies-Pvt-Ltd/148823.html?&pageno=8911
Vantage-Systems-Inc," IT- Hardware, IT- Telecom
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560025
",https://www.fundoodata.com/companies-detail/Vantage-Systems-Inc/157304.html?&pageno=8912
VAPS-Technosoft-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Bangalore / Bengaluru / Karnataka 
	- 560079
",https://www.fundoodata.com/companies-detail/VAPS-Technosoft-Pvt-Ltd/44630.html?&pageno=8913
Vara-United-Pvt-Ltd," IT Software , QA -Testing
"," SMEs
"," Kolkata / West Bengal 
	- 700009
",https://www.fundoodata.com/companies-detail/Vara-United-Pvt-Ltd/62990.html?&pageno=8914
